তদুপৰি এই কাগজ কলটোৰ অধীনত থকা শ শ বিঘা ভূমিৰো সুপ্রয়োগ হ’ব লাগিব৷	Moreover, hundreds of bighas of land under this paper mill will also have to be put to good use.
প্ৰদৰ্শনীখনৰ অৰ্গেনাইজাৰ মেকাৰ্ছ হাব গোষ্ঠীৰ সুন্দৰ পৰিচালনাৰে চাৰিগৰাকী সাহসী তথা উদ্যোগী মহিলা যথাক্ৰমে প্লাবিতা গগৈ, নুচৰত শইকীয়া, সোণীক্ষা আগৰৱাল আৰু অনিন্দিতা বৰগোহাঁই।	The organizers of the exhibition, Maker's Hub group, are four bold and enterprising women namely Plabita Gogoi, Nusrat Saikia, Soniksha Agarwal and Anindita Borgohain respectively.
শেহতীয়াকৈ অভিনেতাগৰাকীয়ে টুইটাৰ একাউণ্টত শ্বেয়াৰ কৰিছে নতুন ছবিখনৰ এখন মোশ্যন পোষ্টাৰ।	Recently, the actor shared a motion poster of the new film on his Twitter account.
জানিব পৰা অনুসৰি প্ৰায় ১০০ খন বাছ অহা কনভয়টো আক্ৰমণ কৰাৰ বাবে আক্ৰমণকাৰীৰ দলটোৱে ৰাজপথত টায়াৰ জ্বলাই পথ বন্ধ কৰি লৈছিল।	The group of attackers reportedly blocked the road by burning tyres on the highway as they attacked a convoy of around 100 buses.
প্ৰতিখন নাটকেই আছিল মহেন্দ্ৰ বৰঠাকুৰৰ ভিন্ন ৰুচি।	Mahendra Barthakur had a different taste in every play.
আনহাতে প্রায় ৭০০ কোটি টকা ব্যয় হয় কর্মচাৰীৰ দৰমহাৰ বাবদ৷	On the other hand, about ₹700 crore is spent on employee salaries.
আক্ৰান্ত লোককেইজনক হোম কোৱাৰেণ্টীনৰ পৰামৰ্শ চিকিৎসকৰ৷	Doctors recommend home quarantine for those infected.
আহত ধলাই থানাৰ আৰক্ষী বিষয়া চাহাবউদ্দিন লস্কৰ৷	Sahabuddin Laskar, a police officer of Dhalai police station, was injured.
কবি সমাৰোহ সঞ্চালনা কৰি দিয়া ভাষণত সঞ্চালক ড° গুণেশ্বৰ শইকীয়াই কয়- বিভিন্ন জনগোষ্ঠীৰ কবি একত্ৰিত হৈ কবিতা পাঠ কৰা অনুষ্ঠানে আমাৰ মাজত সমন্বয় সৃষ্টি কৰিছে ।	In his speech, moderator Dr. Guneswar Saikia said, "Poets from different ethnic groups have come together to create harmony among us in the poetry recitation program.
চলিত বিত্তীয় বৰ্ষৰ বাবে সোণৰ ওপৰৰ এই শুল্ক ১২.১৫ শতাংশলৈ বৃদ্ধি কৰা হৈছে।	This duty on gold has been increased to 12.15 per cent for the current financial year.
লগতে এই ঔষধ বিশ্ব ব্যাপী ব্যৱহাৰ হ’লে সমগ্ৰ দেশলৈ দুই যুৱকে কঢ়িয়াই আনিব সাফল্য।	Also, two young people will bring success to the whole country if this medicine is used worldwide.
সোমবাৰে হোজাইৰ সাংবাদিকৰ দল এটাক মাৰ্কজুল মা আৰিফৰ সভাপতি ড০ চামচুল হক চৌধুৰী আৰি সাধাৰণ সম্পাদক খলিলুল ৰহমান লস্কৰে এই প্ৰতিশ্ৰুতি প্ৰদান কৰে।	The pledge was administered to a group of journalists of Hojai on Monday by Dr. Shamsul Haque Chowdhury, President and Khalilul Rahman Laskar, General Secretary of Markazul Ma'arif.
বিটিআৰ চুক্তিৰ পাছত এনএলএফবি আৰু শেহতীয়াকৈ ইউএলবি নামৰ সশস্ত্ৰ সংগঠনৰ জন্ম সন্দৰ্ভত অসম বিধান সভাৰ অধ্যক্ষ বিশ্বজিৎ দৈমাৰীৰ গুৰুত্বপূৰ্ণ মন্তব্য আগবঢ়ায়৷	Biswajit Daimary, the Speaker of the Assam Legislative Assembly, gave important comments on the birth of the armed organizations NLFB and more recently ULB after the BTR accord.
অনুজ্ঞাপত্র অবিহনে অস্বাস্থ্যকৰ পৰিৱেশত বিক্রীঃ ৮০খন মাছ–মাংসৰ দোকান উচ্ছেদ জিএমচিৰ	Sale in unhygienic conditions without license: GMC evicts 80 fish and meat shops
ফলত স্কুটিখনত অহা আশীষ ৰাভা (২৫) নামৰ যুৱকগৰাকীৰ থিতাতে মৃত্যু হয় ।	As a result, a youth named Ashish Rabha (25), who came on a scooty, died on the spot.
৮ ফটোসহ পেন্সনৰ নথি।	Pension document with 8 photographs.
কলগাছিয়াৰ বালাগাঁও হাইস্কুলত চুৰিকাণ্ড।	Robbery at Balagaon High School, Kalgachia.
যাৰ বাবে চীনে মেডিকেল মাস্ক, মেডিকেল গাউন আৰু সুৰক্ষা গ্লোভছ অন্য দেশৰ পৰা আমদানি কৰিবলগা হৈছে।	For which China has to import medical masks, medical gowns and protective gloves from other countries.
ছিণ্ডিকেট বাহিনীক প্রতিখন ট্রাকৰ বিপৰীতে মোটা অংকৰ ধন আদায় দি অহা বুলি প্রচাৰ চলাই ক্ষীৰোদ আৰু হাফিজে প্রতি কেজি গোটা ব্রইলাৰৰ পাইকাৰী মূল্য ১৬৫ৰ পৰা ১৭০ টকাপর্যন্ত নির্ধাৰণ কৰিছে৷	Khirod and Hafeez have pegged the wholesale price of a kilogram of whole broilers at Rs 165 to Rs 170, claiming that the syndicate has been charging hefty sums per truck.
বিস্কুটৰ টেমা ভালদৰে ঢুকি নোপোৱাত কণমানি শিশুগৰাকীয়ে এখন ভৰি ৰেক’ৰ ওপৰত দি আনখন ভৰি মাটিত ৰাখি বিস্কুটৰ টেমাতো আনিবলৈ চেষ্টা চলায়।	When the biscuit tray did not fit properly, the little child put one foot on the rack and the other foot on the floor and tried to bring the biscuit tray too.
কোন হ'ব দেশৰ আগন্তুক ৰাষ্ট্ৰপতি? সন্ধানত নামিছে বিজেপি	Who will be the next President of India?
সমগ্ৰ দেশৰ বেংক কৰ্মচাৰীসকল আজি বহিব ধৰ্মঘটত।	Bank employees across the country will go on strike today.
’লগতে ৰাজ্যপালগৰাকীয়ে কয়- ‘আগতে কাশ্মীৰলৈ কোনো শংকত আহে, তেন্তেপ্ৰথমটো সপ্তাহতে কমেও ৫০জনকৈ লোকৰ মৃত্যু হয়।	"The governor also said," "If a terror attack comes to Kashmir first, at least 50 people die in the first week itself." ""
ভাৰতত পাবজি লকডাউনৰ সময়চোৱাত কিধৰণে বৃদ্ধি পাইছে তাৰ আৰু এটা আভাস উল্লেখ কৰিব বিচাৰিছো।	I would like to share another glimpse of how PUBG in India has grown during the lockdown.
কৃষ্টিগতভাৱেও তেওঁ জাতিটোক আগুৱাই নিবলৈ চেষ্টা কৰিছিল।	Culturally too, he tried to advance the nation.
২৫ অক্টোবৰত মনোনয়ন দাখিল কৰা প্ৰাৰ্থীসকলৰ মনোনয়ন পত্ৰ পৰীক্ষা কৰাৰ লগতে কোনো প্ৰাৰ্থীয়ে মনোনয়ন পত্ৰ উঠাই ল’ব বিচাৰিলে ২৫ অক্টোবৰৰ ভিতৰত উঠাই ল’ব পাৰিব।	The nomination papers of the candidates who have filed their nominations on October 25 will be scrutinized and if any candidate wants to withdraw their nomination papers, they can do so by October 25.
আটকাধীন লোক জনৰ নাম বিজয় নাথ ওৰফে বিপ্লৱ নাথ।	The detainee has been identified as Vijay Nath alias Biplab Nath.
চলিত বৰ্ষৰ মাত্ৰ চাৰিটা মাহতে থানাখনত ৰুজু হৈছে ১,০৫০টাতকৈ অধিক গোচৰ৷	In just four months of the current year, the police station has registered over 1,050 cases.
সেয়েহে অভিভাৱক সকলে এইটো নাপায় সেইটো নকৰিবা এইদৰে কোৱাৰ সলনি নাপায় আৰু নকৰিবা সন্দৰ্ভত নিজৰ লৰা ছোৱালীক ভালদৰে বুজাই বস্তুটোৰ উপকাৰিতা আৰু অপকাৰীতা সন্দৰ্ভত বিস্তৃত ভাৱে বুজাই দিব লাগে ৷	Therefore, parents should explain the benefits and harms of the item in a comprehensive manner by explaining to their child the benefits and harms of the item instead of saying don't get it or don't get it.
১৯৮০ চনৰ আজিৰ দিনটোতে ভাৰতীয় জনতা পাৰ্টিৰ প্ৰতিষ্ঠা হৈছিল।	The Bharatiya Janata Party was founded on this day in 1980.
তাৎপর্যপূর্ণ যে এই পানামা কেলেংকাৰি গোচৰত অভিষেক বচ্চনৰ লেনদেনতো ইডিয়ে পৰীক্ষণ চলাইছে৷	Significantly, Abhishek Bachchan's dealings in this Panama scandal case are also being investigated by the ED.
ভাৰতত ৩বাৰকৈ লকডাউন দিয়া হ’ল।	There have been 3 lockdowns in India.
বৰ্ণিহাটত ঘাটি পাতি গুৱাহাটী মহানগৰীকে ধৰি ৰাজ্যৰ বিভিন্ন প্ৰান্তলৈ অসম-মেঘালয়ৰ চোৰাং কাঠ সৰবৰাহৰ অনুজ্ঞাপত্ৰ দিয়া গুৱাহাটী পূব বন সংমণ্ডল বিষয়া ৰাজীৱ বৰুৱা বুধবাৰে হাজিৰ হব লাগিব বশিষ্ঠ থানাত।	Guwahati East Forest Division officer Rajeev Baruah, who has been given the license to smuggle Assam-Meghalaya timber to different parts of the state, including Guwahati city, with a base in Bournihat, will have to appear at the Basistha station on Wednesday.
পাছিঘাটৰ চিয়াং গেষ্ট হাউচত এ আৰ ০৯ বি ৩৭৯৭ নম্বৰৰ স্কপিঅ গাড়ীখনৰ প্ৰকৃত গৰাকী আছিল মেবো বিধান সভা সমষ্টিৰ বি জে পি দলৰ প্ৰাৰ্থী ডেংগি পাৰমেৰ পুত্ৰ ক্ৰিষ্টোফাৰ পাৰমেৰ ।	The original owner of the Scorpio car bearing number AR 09 B 3797 at Siang Guest House, Pasighat was Christopher Parmar, son of Dengi Parmar, BJP candidate from Mebo Vidhan Sabha constituency.
ধূপকাঠী উদ্যোগ স্থাপন কৰি স্বাৱলম্বী ঢকুৱাখনাৰ এজন উচ্চ শিক্ষিত যুৱক, অন্য নিৱনুৱা যুৱক-যুৱতীৰ বাবে আদৰ্শত পৰিণত মানস	A highly educated young man from Dhakuakhana, who became self-sufficient by setting up the incense stick industry, Manas became a role model for other young people.
গুৱাহাটী বিশ্ববিদ্যালয়ত ষ্টাৰ্ট-আপ ইক’ছিষ্টেমৰ বাবে ২৫ কোটি টকা।	25 crore for start-up ecosystem in Gauhati University.
জানিব পৰা মতে জিপছিখনত ৫ গৰাকী বি এছ এফ জোৱান আছিল।	The Gypsy reportedly had 5 BSF personnel on board.
লডাখৰ গালৱানত সংঘটিত হোৱা সংঘৰ্ষৰ পাছতে ভাৰতত এটা ধাৰা আৰম্ভ হৈছে যে, চীনা সামগ্ৰী বৰ্জন কৰিব লাগে।	After the Galwan clash in Ladakh, a trend has started in India that Chinese products should be boycotted.
সামৰণি পৰিল তৃতীয় পৰ্যায়ৰ মনোনয়ন দাখিল পৰ্ব, ৪ সমষ্টিত ৬২গৰাকী প্ৰাৰ্থীৰ মনোনয়ন	Third phase of polling ends, 62 candidates file nominations in 4 constituencies
ধুবুৰীৰ ব্ৰহ্মপুত্ৰৰ পাৰত অৱস্থিত ঐতিহাসিক নেতাই ধুবুনী ঘাটত গছপুলি ৰোপণ কৰি বৃক্ষৰ বিভিন্ন গুৰুত্বপূৰ্ণ দিশৰ ওপৰত বক্তব্য ৰাখে প্ৰকৃতি প্ৰেমী সুচিব্ৰত সিনহা চৌধুৰী, ৰজনী কান্ত ডেকা, ডo শশাংক শেখৰ শৰ্মা আৰু শিমূল সৰকাৰ আদি কেইবাজনো প্ৰকৃতিপ্ৰেমী বিশিষ্ট ব্যক্তি সকলে।	Situated on the banks of the Brahmaputra in Dhubri, the historical leader planted saplings at Dhubni Ghat and spoke on various important aspects of the tree by several nature lovers including Suchibrata Sinha Choudhury, Rajni Kant Deka, Dr Shashank Shekhar Sharma and Shimul Sarkar.
এটা এটাকৈ তেওঁ কয় কথাবোৰ।	That's one thing he said.
ইয়াত কিবা দোষ থাকিলে ৰাইজে ক’ব।	If there is any fault in this, the public will tell.
কমেও ১০ হাজাৰ কৃষক, শ্ৰমিক, নিবনুৱাই	At least 10,000 farmers, labourers, unemployed
দেশখনত বৰ্তমান লৈকে কোৰোনাত আক্ৰান্ত হৈছে ১১,৬৫৮ গৰাকী লোক।	So far, 11,658 people have been infected with corona in the country.
৭ দিনত ২০০ কোটিৰ ক্লাৱত WAR	WAR in 200 crore club in 7 days
অৱশ্যে আৰক্ষীয়ে দেৱজিৎ কলিতাক সোধাপোচাৰ বাবে আটক কৰি থানালৈ নিয়ে ।	However, the police detained Devajit Kalita for questioning and took him to the police station.
অসম সাহিত্য সভাৰ সভাপতিকে ধৰি আন বিষয়ববীয়া নিৰ্বাচনৰ বাবে ইতিমধ্যে নিৰ্বাচনী প্ৰক্ৰিয়া তুংগত উঠিছে।	The election process for the election of the president of the Assam Sahitya Sabha is already underway.
বৰষুণৰ বতৰত দ্ৰুতহাৰত বংশ বৃদ্ধি হয় ফৰিঙৰ।	The fringes grow rapidly during the rainy season.
নিৰ্বাচনৰ পূৰ্বে একপ্ৰকাৰ টকাৰ উজান উঠিছে ধুবুৰীত।	Ahead of the elections, a huge amount of money has been raised in Dhubri.
আনফালে, বিভিন্ন পেট্র’লিয়াম সংস্থাবোৰৰ হাতত যিমান পৰিমাণৰ তেল মজুত আছে, তাৰ দ্বাৰা দেশৰ কাম–কাজ ৬৪.৫ দিন চলাব পৰা যাব৷	On the other hand, the amount of oil that is in the hands of various petroleum companies can run the country for 64.5 days.
জ্বলি উঠে ই ভি এমত থকা বিজেপিৰ প্ৰাৰ্থীৰ বিপৰীতে থকা পদুমৰ প্ৰতীক।	The lotus symbol opposite the BJP candidate on the burning EVM.
আপুনি গোহাঁই ছাৰৰ ওচৰলৈ যোৱা মানে ডাঙৰ ভুল কৰিলে।	You made a big mistake by going to Gohain sir.
ৰোহিত শৰ্মাই সংগ্ৰহ কৰে ১২২ ৰান।	Rohit Sharma scored 122 runs.
ভুক্তভোগী পৰিয়ালটোৱে ঘটনা সন্দৰ্ভত ৰঙিয়া থানাত এজাহাৰ দাখিল কৰে ।	The victim's family lodged a complaint at the Rangia police station about the incident.
ইয়াৰ উপৰি প্ৰথম পৰ্যায়ত ৪৭টা সমষ্টিত ১২৪গৰাকী কিন্নৰে ভোটদান কৰাৰ লগতে দ্বিতীয় পৰ্যায়ৰ ৩৯টা সমষ্টিত ১৩৫জনে ভোটপ্ৰদান কৰে৷	In addition, 124 Kinnars voted in 47 constituencies in the first phase and 135 voted in 39 constituencies in the second phase.
এবছুৰ লগতে এন ডি এফ বিৰ চাৰিওটা গোটে কেন্দ্ৰীয় আৰু ৰাজ্যিক চৰকাৰৰ সৈতে চুক্তি স্বাক্ষৰ কৰাৰ পাছত এক সুবিধাবাদী তথা প্ৰতিক্ৰিয়াশীল চক্ৰই একাংশ যুৱকক উচতনি দি ভাতৃঘাতী সংঘৰ্ষৰ সৃষ্টি কৰাৰ লগতে এবছু আৰু বৰ্তমানৰ বিটিআৰ চৰকাৰ খনক শলঠেকত পেলাবলৈ বিভিন্ন ধৰণে কূট কৌশল প্ৰয়োগ কৰিছে।	After ABSU and all the four factions of NDFB signed an agreement with the central and state governments, an opportunistic and reactionary clique instigated fratricidal clashes by promoting some youths and used various tactics to put ABSU and the present BTR government in the dock.
এই কামত বহিঃৰাষ্ট্ৰৰ বিনিয়োগকাৰী সকলৰ পৰাও প্ৰায় ইমানখিনি ধনৰাশি উপলব্ধ হোৱাৰ অনুমান কৰা হৈছে।	It is estimated that a similar amount of money is also available from foreign investors in this work.
কলিয়াবৰত অগপ প্ৰতিষ্ঠা দিৱসত অংশ লৈ দলটোৰ কেন্দ্ৰীয় সাংগঠনিক সম্পাদক মণিমাধৱ মহন্তৰ মন্তব্য- জাতিপ্ৰেম বিক্ৰী কৰি ৰাজনীতি কৰিছে একাংশ ৰাজনৈতিক দলে।	Participating in the AGP foundation day in Kaliabor, the party's central organizing secretary Manimadhav Mahanta said that some political parties are playing politics by selling caste love.
১১ এপ্ৰিলত অসমত অনুষ্ঠিত হব লোকসভা নিৰ্বাচনৰ প্ৰথম পৰ্যায়ৰ ভোটগ্ৰহন।	The first phase of the Lok Sabha elections in Assam will be held on April 11.
শেহতীয়াকৈ সমীক্ষাৰ জৰিয়তে এই তথ্য প্ৰকাশ কৰিছে UNICEFয়ে।	This has been revealed by UNICEF through a recent survey.
২০১৭ চনত কিডনী ৰেকেট চলোৱাৰ গোচৰ আছে চিকিৎসকজনৰ বিৰুদ্ধে৷	The doctor is accused of running a kidney racket in 2017.
কিন্তু পঞ্চায়ত খনৰ ১০ নং ৱাৰ্ডৰ সদস্য হেমেন কলিতাই মাত্ৰ ১/২ লাখ টকাৰ কাম কৰি বাকী টকা আত্মসাৎ কৰাৰ গুৰুতৰ অভিযোগ কৰিছে ৰহা গাঁৱৰ সাধাৰণ ৰাইজে।	But the general public of Raha village has made a serious allegation that Hemen Kalita, a member of ward 10 of the panchayat, has embezzled the remaining money by doing work worth only 1 ⁄ 2 lakh rupees.
উত্তৰাখণ্ডৰ ৰাজপুত পৰিয়ালৰ জন্ম যোগী আদিত্যনাথৰ আচল নাম  অজয় সিং।	Yogi Adityanath's real name is Ajay Singh and he was born in a Rajput family in Uttarakhand.
তেওঁ লগতে ভাঙোনমুখী অসমীয়া জাতি তোক পুনৰ গঠন প্ৰক্ৰিয়া এই ফাটবিহু তলিৰ পৰাই আৰম্ভ হওঁক বুলি আশা প্ৰকাশ কৰে।	He also hoped that the process of rebuilding the fractured Assamese nation would begin from this fractured bed.
ডিফুত মৰণোত্তৰভাৱে প্ৰয়াত শিক্ষক দেৱেন গগৈৰ গ্ৰন্থ উন্মোচন	Late teacher Deven Gogoi's book released posthumously in Diphu
তালিকাত ১৩ বিশ্ব নেতাৰ ভিতৰত প্রধানমন্ত্রী মোদীয়ে ৭১ শতাংশ লাভ কৰাৰ বিপৰীতে আমেৰিকাৰ ৰাষ্ট্রপতি জ’ বাইডেনে ৪৩ শতাংশৰে ষষ্ঠ স্থান লাভ কৰিছে৷	Among the 13 world leaders on the list, PM Modi received 71 per cent while US President Joe Biden came sixth with 43 per cent.
বাকী আন ধৰণৰ উদ্যোগ সমূহো এতিয়া প্ৰায় বন্ধ হোৱাৰ পথত।	The rest of the industries are also on the verge of shutting down.
নিজৰ দেশৰ তাৰকাসকলক সমর্থন আগবঢ়াবলৈ ভাৰতীয় অনুৰাগীক আহ্বান জনাই পাকিস্তানৰ অ’পেনাৰগৰাকীয়ে পুনৰ কয় যে মহম্মদ ছামি এগৰাকী দুর্দান্ত বেগী বলাৰ আৰু তেওঁ বিশ্বৰ অন্যতম শ্রেষ্ঠ খেলুৱৈ৷	Urging Indian fans to support their country's stars, the Pakistan opener reiterated that Mohammed Shami is a great baggy bowler and is one of the best players in the world.
ধৃত সৰবৰাহকাৰী দুটা মণিপুৰৰ অৰবিন্দ কুমাৰ(২৩) আৰু চি কাৰ্তিক (২৬) বুলি ৰেলৱে আৰক্ষীয়ে জনায়।	The two traffickers arrested are Arvind Kumar (23) and C Karthik (26), both from Manipur, the railway police said.
সেইদৰে অসম চৰকাৰে নাবার্ডৰ পৰা আৰ আই ডি এফৰ প্রকল্প ৰূপায়ণৰ বাবে ৫০৮.৬০ কোটি টকাৰ ঋণ লোৱাতো কেবিনেটে অনুমোদন জনায়৷	Similarly, the Cabinet also approved a loan of 508.60 crore from NABARD for implementation of RIDF projects by the Government of Assam.
অভিযোগ দাখিল কৰোতাই লাভ কৰিব ৫০০ টকা।	The complainant will get Rs 500.
তালিবানে আফগানিস্তান দখল কৰাৰ পাছতেই জে ই এমৰ দুর্ধর্ষ কমাণ্ডাৰসকলে পাকিস্তানৰ বাহাৱালপুৰস্থিত সংগঠনটোৰ মুখ্য কার্যালয়ত মিলিত হৈ তালিবানৰ জয়ৰ বাবে উল্লাস প্রদর্শন কৰে৷	Soon after the Taliban took over Afghanistan, the formidable commanders of JeM gathered at the organisation's headquarters in Bahawalpur, Pakistan, to celebrate the Taliban's victory.
েডংলিত বিপৰ্যস্ত ভাৰতীয় শিবিৰ।	The Indian camp in Delhi.
কা বাতিল কৰিব লাগিবই, নৰেন্দ্ৰ মোডী, অমিতশ্বাহ, আৰ এছ এছ,হুচিয়াৰ, হিমন্ত বিশ্ব শৰ্মা  দাদাগিৰী সহ্য কৰা নহব বুলি প্ৰতিবাদ সাব্যস্ত কৰে প্ৰতিবাদকাৰীসকলে।	Narendra Modi, Amit Shah, RSS, Hoosiers, Himanta Biswa Sarma Dadagiri will not be tolerated, "the protesters said.
কেবাখনো ঠাইৰ যোগাযোগ বিচ্ছিন্ন হৈ পৰিছে।	Communication has been cut off in some places.
ডিজিটেল সংবাদ, চিৰাংঃ এটা সময়ত অইনক মৃত্যু ভাবুকি দি লুন্ঠন চলোৱা অপৰাধী এতিয়া নিজেই মৃত্যুৰ ভয়ত ত্ৰাসিত ।	Digital News, Chirang: The criminal who once ran a robbery with death threats to Oni is now himself scared to death.
কোনোবাই উপলুঙা কৰিব পাৰে।	Anyone can do it.
এই কাৰ্যসূচীত আছুৰ কেন্দ্ৰীয় কাৰ্যনির্বাহ উদ্দীপজ্যোতি গগৈ এ কয় যত শিক্ষা নাই, তাত উন্নয়নৰ কথা কোৱাৰ কোনো মূল্য নাই।	Speaking on the occasion, AASU central working president Jyoti Gogoi said that there is no value in talking about development where there is no education.
৯ জন মুখ্যমন্ত্ৰীৰ ভিতৰত ৪ খন ৰাজ্যৰ মুখ্যমন্ত্ৰীয়ে বিচাৰিছে যে লকডাউন বৃদ্ধি কৰা হওক আৰু বাকী ৫ জনে লকডাউন বৃদ্ধি হ’লে কিছু অসুবিধাৰ সৃষ্টি হোৱাৰ কথা ব্যক্ত কৰে।	Out of the 9 chief ministers, 4 state chief ministers want the lockdown to be extended and the remaining 5 expressed some difficulty if the lockdown is extended.
জাতীয় শ্বহীদ পোৱাল দাসৰ শ্বহীদ দিৱস উদযাপন, শ্বহীদ বেদী নিৰ্মাণৰ ধন আত্মসাৎ, তদন্তৰ দাবী আছুৰ	Martyrdom Day of National Martyr Poubal Das celebrated, demand for probe into embezzlement of funds for construction of Martyr's altar
২০১৮ চনৰ পৰা উদ্যানত গঁডৰ গণনা হোৱা নাছিল৷	There was no rhino census in the park since 2018.
কাৰ্যবাহী দণ্ডাধীশে প্ৰতিবাদকাৰী সকলৰ লগত আলোচনাত মিলিত হয়।	The executive magistrate holds discussions with the defendants.
সমান্তৰালভাৱে বতৰৰ অস্বাভাৱিক পৰিৱর্তনৰ বাবে বৃদ্ধি পাইছে বিভিন্ন ৰোগত আক্রান্ত লোকৰ সংখ্যা৷	At the same time, the number of people suffering from various diseases has increased due to the unusual change in the weather.
কিন্তু ইয়াৰ মাজতে মহানগৰবাসীয়ে ভাবিব লগা বহুকথা আছে, চৰকাৰককৰিব লগা বহু প্ৰশ্ন আছে।	But in the meantime, there are many things for city dwellers to think about, many questions for the government to ask.
দেওবাৰে তেওঁ কোঠাৰ পৰা ওলাই অহা নাছিল।	He did not come out of the room on Sunday.
বিশ্বনাথৰ এই বিদ্যালয়খনৰ এনে আদৰণীয় কাৰ্যকলাপে ছাত্ৰ-ছাত্ৰী লগতে অভিভাৱকো আকৰ্ষিত কৰিছে৷	Such commendable activities of this school of Biswanath have attracted the students as well as the parents.
দ্বিতীয় পৰ্যায়ত অনুষ্ঠিত হ’ব এই সমষ্টিটোৰ নিৰ্বাচন।	The constituency will go to polls in the second phase.
লগে লগে হুৱাদুৱা লাগে পৰিয়াল তথা গাঁওবাসীৰ মাজত।	Immediately there is commotion in the family as well as among the people of the village.............................................................................................!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
যোৰহাট মেডিকেল কলেজত বৰ্তমানে চিকিৎসাধীন বহুজন৷	Many are currently undergoing treatment at the Jorhat Medical College.
শেহতীয়াকৈ কৃষক মুক্তি সংগ্ৰাম সমিতিৰ সিদ্ধান্ত সমূহত জাতীয় বা ৰাজ্য স্বাৰ্থতকৈ কৃষক মুক্তিৰ তথাকথিত নেতাসকলৰ সংসদীয় ৰাজনীতিলৈ প্ৰৱেশ কৰাৰ ইচ্ছাহে ব্যক্তি হৈছে বুলিও সমালোচনা হৈছে।	There has also been criticism that the decisions of the Krishak Mukti Sangram Samiti in the recent past have been driven more by the desire of the so-called leaders of peasant emancipation to enter parliamentary politics than national or state interests.
দুয়োখন সদনতে সংখ্যাৰ জোৰেৰে বহু বিতৰ্কিত নাগৰিকত্ব সংশোধনী বিধেয়কক আইনলৈ ৰূপান্তৰ কৰিলেও এতিয়াও দেশে-বিদেশে আইনখনক লৈ অব্যাহত আছে প্ৰতিক্ৰিয়া।	Despite the passage of the much-debated Citizenship Amendment Bill into law with a thumping majority in both houses, reactions to the legislation continue to pour in from home and abroad.
উল্লেখ্য চিকিৎসক ড° চান যামু য়িজঙে দীৰ্ঘদিনৰ পৰা তেওঁৰ স্বাস্থ্য বিভাগৰ অৱসৰপ্ৰাপ্ত পৰিচাৰিকা মাতৃ আমংগী লঠাৰ নামত উৎসগৃত কৰি দৰিদ্ৰ পৰিয়ালৰ বয়োজ্যেষ্ঠ লোকক বিনামূলীয়া চিকিৎসা সেৱা আগবঢ়োৱাৰ কামত ব্ৰতী হৈ আহিছে৷	Noted physician Dr. Chan Yamu Yijong has long been dedicated to the cause of providing free medical care to elderly people from poor families in the name of his mother Amangi Latha, a retired health department nurse.
আনকি কেইবাগৰাকী জনপ্ৰতিনিধিয়েও এই সমাগমত অংশ লোৱাৰ কথা ইতিমধ্যে পোহৰলৈ আহিছে।	It has already come to light that even some popular representatives have taken part in this gathering.
আৰু এগৰাকী অভিনেতাৰ মৃত্যু! পাকঘৰত চিপ লৈ থকা অৱস্থাত উদ্ধাৰ মৃতদেহ	Another actor dies! Body found with chip in kitchen
পৰিয়ালৰ লোকে চিদাম্বৰমৰ টুইটাৰ হেণ্ডেলৰ পৰা টুইট কৰি ধন্যবাদ জনাইছে মনমোহন সিং আৰু ছোনীয়া গান্ধীক।	The family tweeted from Chidambaram's Twitter handle thanking Manmohan Singh and Sonia Gandhi.
দ্বিতীয়তে, ৰাজহ ঘাটি কম কৰা হ’ব বুলি উল্লেখ কৰি বাজেটত পুঁজি আহৰণৰকোনো দিশ বা বিনিয়োগৰ প্ৰস্তাৱ স্পষ্ট নহ’ল।	Secondly, neither the fund-raising aspect nor the disinvestment proposals were made clear in the budget, stating that the revenue deficit would be reduced.
এই ক’ভিডৰ সময়ছোৱাত বাছ–মটৰৰ চলাচল বন্ধ থকাৰ ফলত ড্রাইভাৰ–হেণ্ডিমেনস ক্ষতিগ্রস্ত হয়৷	The suspension of bus-motor traffic during this Covid period hurts driver-handymen.
বাইক চুৰিৰ লগত জড়িত থকাৰ অভিযোগত তাৰাবাৰী আৰক্ষী থানাৰ ভাৰপ্ৰাপ্ত আৰক্ষী বিষয়া জ্যোতিষ দাসৰ তৎপৰতাত আটক হোৱা চোৰ দুটা ক্ৰমে তাৰাবাৰী আৰক্ষী থানাৰ অন্তৰ্গত  গণকপাৰাৰ  মমিৰ খানৰ পুত্ৰ  ইমৰাণ খান(২১) আৰু হৰিপুৰ বিলপাৰাৰ  মহৰুদ্দিনৰ পুত্ৰ  আছাদুল মিঞা(২৩) বুলি জানিব পৰা গৈছে ।	The two thieves arrested in connection with the bike theft by police officer-in-charge of Tarabari Police Station Jyotish Das have been identified as Imran Khan (21), son of Momin Khan of Ganakpara under Tarabari Police Station and Asadul Mia (23), son of Moharuddin of Haripur Bilpara under Tarabari Police Station.
ছিণ্ডিকেটত জড়িত হৈ পৰিছে শাসকীয় দলৰ ঘনিষ্ঠ ব্যক্তি৷	Involved in the syndicate are people close to the ruling party.
